annotation_id	lineage	busco_count	complete	single	duplicated	fragmented	missing
a392f5d125f7321295d1d68175732f5c	eukaryota_odb12	129	95.3	90.7	4.7	2.3	2.3
a83bdf7960f9e5a79da291acb86e79c4	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0
ac666a9ad1671b4e4039abb1498bec11	eukaryota_odb12	129	100.0	93.8	6.2	0.0	0.0
b0b6cc68e3124e1001157cbf7cc98f5b	eukaryota_odb12	129	96.9	96.1	0.8	2.3	0.8
b51e2fed43f989c5ed134a2dbf00bfce	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0
b9710b40ff7b816c6242b946d7678172	eukaryota_odb12	129	85.3	85.3	0.0	7.8	7.0
bda39c4b23d770787e3b401eb00424fe	eukaryota_odb12	129	86.8	86.8	0.0	3.9	9.3
c2cde99bbbc4b0d01c57cd83fa7db275	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0
c6f69a045bace2d2aadc0c9d4ecd2570	eukaryota_odb12	129	58.1	57.4	0.8	28.7	13.2
cad7d3aea795efa944c27bddaa57f9de	eukaryota_odb12	129	92.2	89.9	2.3	3.1	4.7
cf5300b8782092ac00a4dd027f61b633	eukaryota_odb12	129	98.4	96.1	2.3	1.6	0.0
d3e7d8323a3ea0dca995637bb78b6b64	eukaryota_odb12	129	93.8	93.0	0.8	3.9	2.3
d894f7e7733248b486bc248746f59d5b	eukaryota_odb12	129	59.7	50.4	9.3	14.7	25.6
e0e98c85364ce9526fac2431740adafb	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8
e555eafc730e01cd33e9dc42a739cbf1	eukaryota_odb12	129	95.3	85.3	10.1	3.1	1.6
e9d85438db633bd756b153625f38d8fb	eukaryota_odb12	129	93.8	93.8	0.0	4.7	1.6
ee82aa5c5bf20bffab10a024d424eaed	eukaryota_odb12	129	89.1	89.1	0.0	8.5	2.3
f24b88083f4efd4790ada375938797dc	eukaryota_odb12	129	79.8	79.8	0.0	12.4	7.8
f6584cbac1dad9e525c675f3ba39c240	eukaryota_odb12	129	79.1	78.3	0.8	15.5	5.4
fa460a639d35714cac82ae15fd5a92ad	eukaryota_odb12	129	95.3	94.6	0.8	3.9	0.8
fe8ed68981a34569a19f4d98c77f7849	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0
0032a0f1306f34335a1bc04209b1a9fd	eukaryota_odb12	129	96.1	95.3	0.8	2.3	1.6
05177326eb23a7dd34df52d0c38445da	eukaryota_odb12	129	91.5	89.9	1.6	7.8	0.8
09c5ced860050d1a9155c6b0b7bd6c46	eukaryota_odb12	129	96.9	96.1	0.8	2.3	0.8
0e710c454eadd2a4fda5c7e248d52795	eukaryota_odb12	129	75.2	75.2	0.0	14.7	10.1
12d69bdb6bceea156a84d0a9685b25c7	eukaryota_odb12	129	98.4	96.9	1.6	1.6	0.0
1707f3b923248cde8add54c4659b816d	eukaryota_odb12	129	95.3	82.9	12.4	2.3	2.3
1bdbc5e98cd4c5c76d2047ce0a7949b0	eukaryota_odb12	129	96.9	96.9	0.0	3.1	0.0
2012309f27b39abee610b61a9fec15de	eukaryota_odb12	129	99.2	2.3	96.9	0.0	0.8
31c4cbafe11eff9ab8bf764e1f92c1ac	eukaryota_odb12	129	87.6	85.3	2.3	7.8	4.7
36c540b07370b40ea7114f279e40688e	eukaryota_odb12	129	93.8	93.8	0.0	3.1	3.1
3b768d1e750b3bbbbabd5288eac95b6b	eukaryota_odb12	129	96.9	96.9	0.0	1.6	1.6
401eebb8640974e8a4592d688dfd15c7	eukaryota_odb12	129	97.7	88.4	9.3	2.3	0.0
44a6fc86ec90bc1abbc78872c571647a	eukaryota_odb12	129	92.2	92.2	0.0	4.7	3.1
496022459d28916e76d8ac6bcf551687	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0
4db359fbaac2d1091a4836a247197e35	eukaryota_odb12	129	96.1	96.1	0.0	1.6	2.3
526be75a4b5c7a25c95918d42f7c06e6	eukaryota_odb12	129	91.5	91.5	0.0	2.3	6.2
56b16b5d968ab1023421793ed6909799	eukaryota_odb12	129	24.8	24.8	0.0	22.5	52.7
5ac8a62780a56f3702ca95199d166a04	eukaryota_odb12	129	89.9	89.1	0.8	7.0	3.1
5f18c5219421def08a4aba0a910c6cda	eukaryota_odb12	129	99.2	96.9	2.3	0.8	0.0
63a5c1b7d07832c6f8c6196030630608	eukaryota_odb12	129	85.3	83.7	1.6	7.8	7.0
67db3c966f57c9e4229c3a9798d43803	eukaryota_odb12	129	87.6	87.6	0.0	10.1	2.3
6c2b439b7780cad249553a5b214a5d7e	eukaryota_odb12	129	96.9	96.1	0.8	0.8	2.3
70ce7d1f557081e76941b9ff9cce80b5	eukaryota_odb12	129	96.9	96.9	0.0	2.3	0.8
758eeb9d673854331e0744e299d34711	eukaryota_odb12	129	100.0	89.9	10.1	0.0	0.0
7a113a1e58a7b8775eb31a387a0ba669	eukaryota_odb12	129	89.1	86.0	3.1	6.2	4.7
7ed15b8dabaaec3c359eb3a3f68bf3eb	eukaryota_odb12	129	16.3	14.7	1.6	28.7	55.0
83635fe94f1687c5f584f0d7648ff672	eukaryota_odb12	129	100.0	3.1	96.9	0.0	0.0
88139e7b40ac8d4ab0a68634a7eaa3c9	eukaryota_odb12	129	91.5	91.5	0.0	5.4	3.1
8c31d13ccbceb33076846a88fe264793	eukaryota_odb12	129	100.0	89.9	10.1	0.0	0.0
90a73b2ae759ec57c821e0654d0f3122	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0
950e98ed2b81e6dc84d3f3dcbb53c850	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0
9dd5ad344c1974aa5de51203994fe2cd	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
a2139c088164dfbde596c739e20d787d	eukaryota_odb12	129	96.1	95.3	0.8	3.9	0.0
a6186a219aae01f5a62aa2e8058e6515	eukaryota_odb12	129	81.4	64.3	17.1	14.0	4.7
aef13577f270666c414bea2b66a95313	eukaryota_odb12	129	94.6	94.6	0.0	5.4	0.0
b322a58e8549013ca9d7d6dfc83733f5	eukaryota_odb12	129	80.6	80.6	0.0	11.6	7.8
b76fce072ac9b9d8f8502762acd61d6e	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0
bbd7e9e15b3c6b51dbc80a662eb95815	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0
c0d4c38f2843cee0f310e89b14e92773	eukaryota_odb12	129	83.7	83.7	0.0	7.8	8.5
c542abca15366d5e271c0a8ad7fe577f	eukaryota_odb12	129	0.0	0.0	0.0	0.0	100.0
c93e9d89f6f6f0bc56d1158b7a8e7c12	eukaryota_odb12	129	86.0	84.5	1.6	7.0	7.0
cd9decb1ec1f56370e0845e5a2b863ae	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
d1e8090a5c648cb354a949ef3f002d09	eukaryota_odb12	129	93.8	89.9	3.9	5.4	0.8
d6c7445dbf40eae349b22cc3d03c8d79	eukaryota_odb12	129	88.4	84.5	3.9	9.3	2.3
dac9f0572d87c601b48c00dc4f6f3d73	eukaryota_odb12	129	86.8	57.4	29.5	4.7	8.5
df4a2afed234ee11b4682684fbaa04ff	eukaryota_odb12	129	93.0	89.1	3.9	5.4	1.6
e35827af5a42e27d2f20ed550166a110	eukaryota_odb12	129	90.7	89.9	0.8	7.0	2.3
e7f648a5c31ef49b726b8bb61d8473e0	eukaryota_odb12	129	94.6	93.8	0.8	3.9	1.6
ec9b0978600bfffe6a6ea7868e8296ac	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8
f099f4b767ec3dd533f1f827c4dedeb3	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8
f48550a8004dba1e889b011d17d9d28f	eukaryota_odb12	129	84.5	84.5	0.0	12.4	3.1
f8a6c09c2efb680df82ff5865b177539	eukaryota_odb12	129	95.3	81.4	14.0	3.9	0.8
fcda84c847a6084a4f83a89f8dfb6498	eukaryota_odb12	129	88.4	88.4	0.0	9.3	2.3
02445abe7b63cd19ae0a08a2951e9c20	eukaryota_odb12	129	90.7	88.4	2.3	3.9	5.4
1096eb7daddcf9a094da6a005ad25d85	eukaryota_odb12	129	93.0	89.1	3.9	3.9	3.1
149f7fb2f2f279ce2acf0d93da03f4c1	eukaryota_odb12	129	97.7	96.9	0.8	1.6	0.8
18f6b92ed694897dd736de689aac2817	eukaryota_odb12	129	93.0	8.5	84.5	4.7	2.3
1da64c21b9655ed88f736e6935dce5ab	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0
21f4973901c473cb0e55637fe0a0e421	eukaryota_odb12	129	96.1	94.6	1.6	1.6	2.3
26dc57b9ffe498055a5434b31f6f48a3	eukaryota_odb12	129	94.6	94.6	0.0	2.3	3.1
2b171f238c05c2d361ac0de765a8f8f2	eukaryota_odb12	129	86.8	85.3	1.6	8.5	4.7
2fa67ba06f6714789e7557173f92e82f	eukaryota_odb12	129	94.6	93.0	1.6	3.1	2.3
33ef8c82791a8892c66490f9fc9b1b44	eukaryota_odb12	129	97.7	94.6	3.1	0.8	1.6
38a0801ac63ea6d85e3d5b826eab352f	eukaryota_odb12	129	97.7	97.7	0.0	1.6	0.8
41bb0cd50081c98b978d819d2449a683	eukaryota_odb12	129	87.6	86.0	1.6	6.2	6.2
46a592b6f8f968071f1e183203e019db	eukaryota_odb12	129	56.6	55.0	1.6	11.6	31.8
4b4d470316814bfbe291aa4c3f2ab4b8	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
4fcd715be9b90b764fa20286f8622386	eukaryota_odb12	129	86.8	86.8	0.0	10.1	3.1
5440545e011866544005dda67c5e26d9	eukaryota_odb12	129	76.7	76.7	0.0	9.3	14.0
58746f02bbe7b375bb9bed67ccf0b043	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0
5cc851e37cb6269423ebaeccbc80ab68	eukaryota_odb12	129	95.3	84.5	10.9	3.9	0.8
610fc36c506bf2b66c6ce3e4ed37d329	eukaryota_odb12	129	100.0	98.4	1.6	0.0	0.0
657fe5e31306a26f948f579ddf8ee719	eukaryota_odb12	129	48.1	47.3	0.8	19.4	32.6
69c58f5ab256ab776be775709e2bfe84	eukaryota_odb12	129	75.2	70.5	4.7	14.0	10.9
72d8e90017246a1eed4f4276ef921f66	eukaryota_odb12	129	93.0	89.1	3.9	2.3	4.7
77a2ab66227a5f6711de926efd68e032	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0
7c8e1a6c55b82b3fe2faaba015d329b0	eukaryota_odb12	129	91.5	91.5	0.0	6.2	2.3
806e09b3d1cae31189e83007890d7a83	eukaryota_odb12	129	82.9	82.9	0.0	7.8	9.3
8564ffe0a6827c242dd23053a81f1dd8	eukaryota_odb12	129	97.7	97.7	0.0	1.6	0.8
89d48bab514cf01988bb6f18b140dace	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
8e3d83b38e3d64197ae71d2cd5d5ebea	eukaryota_odb12	129	98.4	97.7	0.8	1.6	0.0
92a465df9b050033681249497310b332	eukaryota_odb12	129	96.9	96.1	0.8	1.6	1.6
96ee8162b877ed56aae129df2247c4e7	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0
9f804df820ed03aac44a877fb96377a9	eukaryota_odb12	129	96.9	96.1	0.8	1.6	1.6
a39874544a195eb3b8e39b8bb57652ef	eukaryota_odb12	129	42.6	42.6	0.0	31.8	25.6
a84474379359a79b841f32bd97ec8b03	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0
b51ef8b2dc293bfb0d5c2eb0b02afd2e	eukaryota_odb12	129	97.7	96.9	0.8	1.6	0.8
b975d4e46a5b6ee0242fd24a5ab8d1c2	eukaryota_odb12	129	88.4	76.7	11.6	2.3	9.3
bdba5f1222f44c97c56ac1473a63a792	eukaryota_odb12	129	100.0	78.3	21.7	0.0	0.0
c2d5fcdf54cec8b1d34044280c67bddd	eukaryota_odb12	129	95.3	94.6	0.8	3.1	1.6
c6f764c54b15d9adbae8d37160182189	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0
cade8f6961bff2600d8a47c6559dd1e5	eukaryota_odb12	129	93.8	93.0	0.8	3.9	2.3
cf564b482a4260d1945f40788db1895c	eukaryota_odb12	129	96.1	96.1	0.0	3.1	0.8
d3e8586dbde701637a154801b995f553	eukaryota_odb12	129	99.2	99.2	0.0	0.0	0.8
d8956968db59c9d8f6fa2b3e25473dc3	eukaryota_odb12	129	82.2	82.2	0.0	8.5	9.3
dcdc578b41db0240f84768acf6f6408e	eukaryota_odb12	129	93.0	92.2	0.8	4.7	2.3
e5563c964f41c1d44012b5456e05cd60	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
e9dbc5c5166027fcc089317a8b335b22	eukaryota_odb12	129	89.1	89.1	0.0	4.7	6.2
ee82f902cf709281b6e76ebb84cb18c3	eukaryota_odb12	129	96.1	96.1	0.0	3.9	0.0
f2596bf555017e6eb9bdada0bc204875	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0
f65bc07e8824809aedf0d12b55db2292	eukaryota_odb12	129	88.4	87.6	0.8	10.1	1.6
fa47dcc9185430b7f036b4bafff40fbc	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0
fe90de4649aacfdb8a5e3d35990743ce	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0
024ba28ddb368822c6866ed61bee22f5	eukaryota_odb12	129	48.8	11.6	37.2	29.5	21.7
0794d44750f60fdbe0ef2298eb9cfed8	eukaryota_odb12	129	97.7	34.9	62.8	1.6	0.8
0bd2c9876bb9a14622b199222c202018	eukaryota_odb12	129	97.7	96.9	0.8	2.3	0.0
10973d5f2cab6486adedf4db2de54560	eukaryota_odb12	129	2.3	0.0	2.3	9.3	88.4
14a199424691661619d013d534445284	eukaryota_odb12	129	90.7	90.7	0.0	7.0	2.3
18fe7de53807adebb9bb641f340e6ef4	eukaryota_odb12	129	97.7	97.7	0.0	2.3	0.0
21f4b539e79372c56100d80666fd14fc	eukaryota_odb12	129	98.4	97.7	0.8	0.8	0.8
26dcb36d9bd168a4443dd6a69d8b40c0	eukaryota_odb12	129	93.0	92.2	0.8	4.7	2.3
2b1a26c1b676de48e663a3df0abe8555	eukaryota_odb12	129	98.4	89.9	8.5	1.6	0.0
2fa7a66e1e6dd377cf60e40bacbbbffc	eukaryota_odb12	129	86.0	85.3	0.8	11.6	2.3
33efebbc2691a42fd8c6571a0e5688c9	eukaryota_odb12	129	96.9	96.9	0.0	3.1	0.0
3d725c8314b9f7e83a6a6c2111c2a17a	eukaryota_odb12	129	97.7	97.7	0.0	1.6	0.8
41c336403e554e77a1d4068153fa1c7d	eukaryota_odb12	129	96.9	96.9	0.0	2.3	0.8
46aa7bbdb498ab8815b587f967fc0020	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0
4b51297a6f4df837c9a5ebb81b99e584	eukaryota_odb12	129	97.7	96.9	0.8	2.3	0.0
4fcda82f1a0f69c8146f36817769afe3	eukaryota_odb12	129	97.7	96.9	0.8	2.3	0.0
5446a3a3427ea9b056fac98a0fe8a606	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0
6115e6b33aeeff7dfa6ae8e991f44b21	eukaryota_odb12	129	94.6	94.6	0.0	3.9	1.6
6582396e7bcfca3fced6118653b99959	eukaryota_odb12	129	98.4	96.9	1.6	1.6	0.0
69c8f80f51ba7c5e91ad9b5afae52793	eukaryota_odb12	129	93.0	92.2	0.8	3.9	3.1
6e2ad102260db7e2be539cb1a506cc80	eukaryota_odb12	129	95.3	95.3	0.0	3.9	0.8
72e33240a9685c5cf4826e6794e06c86	eukaryota_odb12	129	84.5	84.5	0.0	9.3	6.2
77a701f985770f3f470628aafee6e9e0	eukaryota_odb12	129	94.6	86.0	8.5	5.4	0.0
7c8ea50b41c96d0a01be7f27cb285d4b	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0
8071e7fd3a84f9589618b0478852b879	eukaryota_odb12	129	97.7	97.7	0.0	1.6	0.8
857512a23c3b4eb7449041372663e6e3	eukaryota_odb12	129	97.7	97.7	0.0	2.3	0.0
89e6e7f70d767c5d99a546ff1b6464f8	eukaryota_odb12	129	91.5	91.5	0.0	6.2	2.3
8e3e05fb2e7dad166c0da8a6c548914c	eukaryota_odb12	129	97.7	84.5	13.2	2.3	0.0
92a6796a92e1d4db19969efc32c13892	eukaryota_odb12	129	48.1	47.3	0.8	31.8	20.2
9b5568b650a62865eb89ca4eb09bc577	eukaryota_odb12	129	93.8	45.0	48.8	3.1	3.1
9f81036e556cfcbef1a881977af2575e	eukaryota_odb12	129	97.7	94.6	3.1	1.6	0.8
a39b6d6f8b26ec0dbded19bc40674b13	eukaryota_odb12	129	97.7	96.9	0.8	1.6	0.8
ac6e2bd37ce08934dd93845250335fd4	eukaryota_odb12	129	99.2	97.7	1.6	0.0	0.8
b0b9c394d5aaba2f61fe88c30a530cb5	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
b51f794ddc0efe843d7cd3cc62bdfe9f	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0
b97694098b14d5825b0de94ca33a2777	eukaryota_odb12	129	97.7	97.7	0.0	1.6	0.8
bdc0bc963d3a003110609b088876965d	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0
c2dcffbf6f53427d7ace2f9658a020f3	eukaryota_odb12	129	97.7	92.2	5.4	1.6	0.8
c6fad1655a069b55c85561a687aeea5d	eukaryota_odb12	129	100.0	94.6	5.4	0.0	0.0
cadf745eb70d8e3b1b2df838873ee550	eukaryota_odb12	129	89.9	89.9	0.0	3.9	6.2
cf597053ca7b4ac5b198eef8a7c9a51e	eukaryota_odb12	129	96.1	96.1	0.0	0.8	3.1
d3f034c97dfaec9d4fd9f018ba65fc1c	eukaryota_odb12	129	97.7	96.9	0.8	1.6	0.8
d899e6e598450e5f97ab20aa83a0e25e	eukaryota_odb12	129	96.9	96.9	0.0	3.1	0.0
dce7ebf00c54be27d24a6e0d6f129558	eukaryota_odb12	129	96.1	87.6	8.5	3.1	0.8
e0f20d7eef51a17ed0fbfeb2f6fce877	eukaryota_odb12	129	97.7	97.7	0.0	2.3	0.0
e55a2b0801a5f321bf95ca81791e0ce3	eukaryota_odb12	129	89.9	89.9	0.0	5.4	4.7
e9deef4a671c8f121419348e102c523d	eukaryota_odb12	129	82.2	82.2	0.0	12.4	5.4
ee84196e54f9e8019871399cece90450	eukaryota_odb12	129	94.6	66.7	27.9	4.7	0.8
f25a1892dac5fa269717dad7a25ef5e4	eukaryota_odb12	129	96.1	96.1	0.0	0.8	3.1
f65e3b353dabae467853807aa630bf1b	eukaryota_odb12	129	85.3	85.3	0.0	4.7	10.1
fa496bd15815bf8e3975a1d2bac6a440	eukaryota_odb12	129	76.0	48.1	27.9	20.9	3.1
fe928feb1a9497c165fb90cc84b1a10e	eukaryota_odb12	129	93.0	92.2	0.8	5.4	1.6
0255325028087c9481ddf3db19a71fe9	eukaryota_odb12	129	99.2	93.8	5.4	0.0	0.8
0798ba8727553acb06fe56818d9729de	eukaryota_odb12	129	86.8	85.3	1.6	8.5	4.7
0bda43d478f39df0d9f7797bb9ea42f1	eukaryota_odb12	129	95.3	94.6	0.8	2.3	2.3
14a1a852e3757de00d5e30af22cf4428	eukaryota_odb12	129	3.9	3.9	0.0	3.9	92.2
19029774eade9ecd20e28e95ac2bb66c	eukaryota_odb12	129	92.2	92.2	0.0	7.8	0.0
1dac091aab1bbd087da183dc365ff507	eukaryota_odb12	129	94.6	93.8	0.8	3.1	2.3
21f7b32fd40b53534d6015c505b0510c	eukaryota_odb12	129	99.2	95.3	3.9	0.8	0.0
2b200b75579b53c210be3ad35417bc97	eukaryota_odb12	129	2.3	2.3	0.0	10.1	87.6
2fa963331ae1444dfc98e5920d540ebb	eukaryota_odb12	129	93.0	92.2	0.8	3.1	3.9
33f17425ac69eb0bf11125576c3c8c7c	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8
38a128d66103f1c86707022527bc1deb	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0
3d72ea3bd308b88b78ae6b7852b7062c	eukaryota_odb12	129	89.9	88.4	1.6	7.8	2.3
41d158f34e8a52af7f2ec4bed950ad77	eukaryota_odb12	129	94.6	82.9	11.6	2.3	3.1
46aa7e93c74b68d9aa57ac1c08e14045	eukaryota_odb12	129	83.7	83.7	0.0	6.2	10.1
4b586db109045b2886705bdf4c7428fb	eukaryota_odb12	129	93.0	92.2	0.8	4.7	2.3
4fcde367a336b7db1609c72e9fdcf34a	eukaryota_odb12	129	97.7	97.7	0.0	0.8	1.6
54529cbaf8168d8519d50d5143707ed4	eukaryota_odb12	129	91.5	91.5	0.0	3.9	4.7
587b1fe21ae4e20f56f6a76bdd7c6b6f	eukaryota_odb12	129	93.8	93.0	0.8	3.1	3.1
61175cca62618e359e774ead1da06eb5	eukaryota_odb12	129	80.6	74.4	6.2	2.3	17.1
6586660ef0a431199e3ce684199eff7e	eukaryota_odb12	129	91.5	89.9	1.6	6.2	2.3
69d4e52c26649a2731482d85eab4a8ce	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0
6e30afba2fbee89242f263047b192c27	eukaryota_odb12	129	96.1	93.0	3.1	2.3	1.6
72e5d375321c0447e03545e6f52326ef	eukaryota_odb12	129	97.7	97.7	0.0	2.3	0.0
77aac29d0f59edae96dbfe84646d5f52	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0
7c9303ac6247ba1b11234986c5fcd4e0	eukaryota_odb12	129	85.3	85.3	0.0	10.1	4.7
807842a1a367deef24f4759d461779ff	eukaryota_odb12	129	92.2	91.5	0.8	3.9	3.9
89ef167ec09e5a9526890e87492af6c6	eukaryota_odb12	129	95.3	94.6	0.8	2.3	2.3
8e55c25087065af08406c96b8a0440cf	eukaryota_odb12	129	74.4	74.4	0.0	11.6	14.0
92a767e137419e2d7397ddbcb1f6b5a3	eukaryota_odb12	129	52.7	51.9	0.8	14.7	32.6
96f1bd4597910dbe25c8c9cef2f4f311	eukaryota_odb12	129	96.9	96.9	0.0	2.3	0.8
9f8992bd722ddfe5c4810aaee8e37168	eukaryota_odb12	129	89.1	87.6	1.6	1.6	9.3
a3a7dcefe7cd1a5a9b48d8a6577551be	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0
a847dfcd6deabf1866681dead7c9b100	eukaryota_odb12	129	100.0	92.2	7.8	0.0	0.0
ac6e2c9e20e19fe967b41d691772f35f	eukaryota_odb12	129	98.4	20.9	77.5	1.6	0.0
b0bf86d915a9315de8b7334281f92f48	eukaryota_odb12	129	93.0	92.2	0.8	3.1	3.9
b523807691360b15a7afbb1e3703da47	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
b978b3cfb221b3bd5e28941457b5280a	eukaryota_odb12	129	100.0	89.9	10.1	0.0	0.0
bdc7ce46913e128b66f88c746148f647	eukaryota_odb12	129	99.2	99.2	0.0	0.0	0.8
c2e1592e8883cd0bce61495fa3d32cf1	eukaryota_odb12	129	100.0	96.1	3.9	0.0	0.0
c6fb2bd155a35abbe357ef867dcda935	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0
cadffc86fa7674afc77b5b83e2a04485	eukaryota_odb12	129	96.1	96.1	0.0	3.1	0.8
cf59a9b69facbad71ad73c1226700082	eukaryota_odb12	129	82.2	82.2	0.0	11.6	6.2
d3f2e5c264ca8e7fc666bbcba9cbc603	eukaryota_odb12	129	95.3	95.3	0.0	0.8	3.9
d89e95473839cb21a3133e2e3fcaf187	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0
dcf3e3744e5e2e0513b79b283f4ea763	eukaryota_odb12	129	96.1	93.8	2.3	3.1	0.8
e0f26b0fbabf845fa5bdd79567ec7d11	eukaryota_odb12	129	93.8	93.8	0.0	3.1	3.1
e55b6cc92999c94ec7124073bbf21fcc	eukaryota_odb12	129	96.9	89.9	7.0	0.8	2.3
e9f5e754c82331b987500d37f5e17b08	eukaryota_odb12	129	11.6	11.6	0.0	12.4	76.0
ee841b6649b9579784fb38fc7ffc090d	eukaryota_odb12	129	96.9	96.9	0.0	3.1	0.0
f265b47266a99b48efd6ce738f207e6b	eukaryota_odb12	129	86.8	83.7	3.1	9.3	3.9
f666a9143a7ca3d35b8e231d5bd8526a	eukaryota_odb12	129	97.7	97.7	0.0	0.8	1.6
fa5ede254aa1f32de67a62514fe28a15	eukaryota_odb12	129	68.2	65.9	2.3	22.5	9.3
fe9a0f3af905bb4e2f76d1acf8cf1e31	eukaryota_odb12	129	96.9	96.9	0.0	2.3	0.8
02592dacded52586dde6e72590613bfa	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
079b82dad1677450e15c2f0cb363eb57	eukaryota_odb12	129	70.5	24.0	46.5	26.4	3.1
0bdcb17206409451fab4c4f138d60cd9	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0
10a8863617bd9bae472959e8896c8f62	eukaryota_odb12	129	55.8	55.8	0.0	29.5	14.7
14a6f2bace94271ff29c00da331011db	eukaryota_odb12	129	94.6	93.0	1.6	3.9	1.6
1902a6e40509c45d06235e86f665c1d1	eukaryota_odb12	129	74.4	72.9	1.6	14.0	11.6
1daffba0ffae6c67233012d9a0aeace2	eukaryota_odb12	129	92.2	82.2	10.1	5.4	2.3
21fa61a65c19eca37ec3afa34af28f02	eukaryota_odb12	129	88.4	88.4	0.0	7.0	4.7
26e07e0b784713f774be772378b95858	eukaryota_odb12	129	20.9	20.2	0.8	7.0	72.1
2b2b613984c8ac475acab030434dc0f0	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0
2fb0774621da9573e6665909b9399680	eukaryota_odb12	129	96.1	94.6	1.6	3.1	0.8
3402b3d9ae139aecc3a670f14eaa4f00	eukaryota_odb12	129	99.2	97.7	1.6	0.0	0.8
38a3ec5857f9ba45c5c4e2ae3eb77757	eukaryota_odb12	129	97.7	97.7	0.0	2.3	0.0
3d7788a02cdb832b4f7a012baf78441a	eukaryota_odb12	129	82.9	82.9	0.0	12.4	4.7
41efdc72a4f02ddefbd44125d2909460	eukaryota_odb12	129	82.9	82.9	0.0	14.0	3.1
46ac033d9144964e6985b9cb09716a49	eukaryota_odb12	129	96.1	92.2	3.9	3.9	0.0
4b58c3979013ac7c3a85edf2f78a1a2d	eukaryota_odb12	129	62.8	62.8	0.0	22.5	14.7
4fcf19b8364cc771e2a797ce0b087dd3	eukaryota_odb12	129	89.1	89.1	0.0	6.2	4.7
587c0c0d8625bed7d9758f5d2b57ed91	eukaryota_odb12	129	80.6	80.6	0.0	11.6	7.8
5cd7fb6f1ccda100486a6cdee755dc5f	eukaryota_odb12	129	98.4	96.9	1.6	1.6	0.0
6590af27a65e9af1087cf85b49d9162a	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0
69d54588873a3b51889b81d1b9d45fa1	eukaryota_odb12	129	93.0	81.4	11.6	7.0	0.0
6e30f90bac9d2b2876be2cab0f50fe84	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0
72ee5110f59dd38df0c7ea838433bf6c	eukaryota_odb12	129	93.0	90.7	2.3	3.9	3.1
7c9780f33ffee29051f36f3c228edf6d	eukaryota_odb12	129	84.5	84.5	0.0	2.3	13.2
8079ccf1961f3bf64c7021515379d80d	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0
8579bb6ec271932a55d96af6cf723082	eukaryota_odb12	129	97.7	96.9	0.8	0.8	1.6
8e577a0e83343f61c098b38cd02dff5d	eukaryota_odb12	129	98.4	79.8	18.6	0.8	0.8
92ab66d8508abd9f7f160965c2c3c68f	eukaryota_odb12	129	89.9	89.1	0.8	3.9	6.2
